B00003CWG4,B009PK9S90,4.5,3.8949152542372882
B00004R7OI,B007P4VOWC,4.5,4.42625
B00004RDL5,B003ES5ZSW,3.0,4.3521681997371875
B00004RIUJ,B00FNPD1VW,5.0,4.514084507042254
B00004SABH,B000FBK3QK,3.5,4.544542032622334
B00004SB92,B0013FRNKG,5.0,4.463736263736264
B00004SB92,B000LRMS66,4.5,4.7454081632653065
B00004SB92,B001VFUN82,4.0,3.8375
B00004SB92,B009G5T9LG,3.0,2.8947368421052633
B00004SB99,B00000J1V5,4.5,4.712643678160919
B00004TDLD,B004XC6GJ0,5.0,4.6407967032967035
B00004TDLD,B00C8OT7FK,3.5,3.984375
B00004TDLD,B004T9RR6I,3.5,3.8801295896328294
B00004TDN0,B0029U2YSA,3.0,4.188679245283019
B00004TH2X,B000LRMS66,5.0,4.7454081632653065
B00004TX68,B000HPV3RW,4.5,4.611538461538461
B00004TX68,B00008NJEP,4.0,3.0422535211267605
B00004TZF9,B002R5AM7C,5.0,4.054794520547945
B00004TZF9,B003ES5ZUU,5.0,4.800386193579532
B00004TZF9,B004CLYEE6,4.5,4.238095238095238
B00004TZF9,B002VPE1X4,4.5,4.410714285714286
B00004U8JS,B001ISKNKA,5.0,4.505376344086022
B00004U8JS,B00902SFC4,4.5,4.332053742802303
B00004WCBU,B003ES5ZUU,5.0,4.800386193579532
B00004WCFT,B002NO7PWC,5.0,4.8
B00004WCGC,B004CLYEFK,4.0,4.592105263157895
B00004WCGF,B003M0NURK,4.5,4.502002670226969
B00004WCI7,B005CT56F8,5.0,4.278388278388278
B00004WHF1,B0036Q7MV0,5.0,4.611510791366906
B00004WHF4,B00834SJNA,4.5,4.34394250513347
B00004XO1V,B0079TOEQQ,5.0,4.010204081632653
B00004XO1V,B0079UAT0A,5.0,4.568627450980392
B00004YKDT,B001V9KG0I,4.5,4.405777166437414
B00004Z5IU,B004CLYEDC,5.0,4.639423076923077
B00004Z5IU,B004CLYE8C,4.5,4.552631578947368
B00004Z5IU,B002SQK2F2,3.0,3.1006711409395975
B00004Z5IW,B005IQRMN4,3.0,4.301818181818182
B00004Z5L8,B001F7AHXM,5.0,4.261682242990654
B00004Z5L8,B00746W3HG,3.0,4.564556962025317
B00004Z5M1,B001TH7GSW,3.0,4.7625
B00004Z5NH,B000EW8074,4.5,4.50354609929078
B00004Z5NH,B001XURPR2,4.5,4.677966101694915
B00004Z62S,B00HPM1FZ0,4.0,3.9
B00004Z6M7,B00834SJSK,5.0,4.566820276497696
B00004Z6M7,B007X3VEBG,3.5,2.7333333333333334
B00004Z6Q6,B0012GK3MQ,5.0,4.393782383419689
B00004Z6Q6,B002QEBMAK,3.5,4.242700729927007
B00004Z6Q6,B007I5JT4S,3.5,4.404132231404959
B00004Z6Q6,B00DDK1QUC,2.5,3.783132530120482
B00004Z7A5,B000FBK3QK,5.0,4.544542032622334
B00004Z7A5,B005GM1Q1O,4.0,3.1120689655172415
B00004Z7CQ,B00DT04I9W,5.0,4.625
B00004Z7CQ,B005CLPP84,4.5,4.112521150592217
B00004ZB57,B0074BW614,5.0,4.567907201546641
B000050FH8,B007RH5GZI,3.5,4.561643835616438
B000050M6M,B001XURP7W,5.0,4.441077441077441
B0000510EL,B005EM6IAA,5.0,4.051724137931035
B0000510EL,B00BWL33H8,1.0,4.239316239316239
B0000510ZO,B001U0O5QE,4.5,3.5652173913043477
B0000510ZO,B000JMJWV2,4.5,4.476732161323682
B0000510ZO,B000WKW69Q,4.5,4.325581395348837
B00005110L,B003ES5ZUU,5.0,4.800386193579532
B00005110L,B006GWO5WK,4.0,4.432968179447053
B000051174,B00F0DD0I6,5.0,4.22636815920398
B00005119M,B0074BW614,5.0,4.567907201546641
B00005122S,B000EVSLRO,4.5,4.2063882063882065
B00005122S,B002SZEOLG,4.0,4.179558011049724
B00005122S,B00009KH63,2.5,3.9274193548387095
B0000512U1,B0071BTJPI,4.5,4.26302729528536
B000051SHL,B0088CJT4U,4.5,4.060075093867334
B000051SHR,B003M0NURK,5.0,4.502002670226969
B000051YGF,B000CKVOOY,5.0,4.6960227272727275
B000053HBB,B001M4HXB2,5.0,4.830508474576271
B000058BCR,B000QUUFRW,5.0,4.7936507936507935
B000058DRT,B0094S360U,5.0,3.8727272727272726
B000058DRT,B0018O9JIG,4.5,4.0234375
B000058DRT,B000U5TUWE,4.0,4.388888888888889
B000058DRT,B0006I09OS,4.0,3.8349514563106797
B000059Z4M,B003ELYQGG,4.5,4.355957767722473
B00005AAK8,B0026MF17C,3.5,4.470588235294118
B00005ABC9,B000DZMC3K,5.0,4.138888888888889
B00005ABC9,B003WJR69E,5.0,4.41764705882353
B00005ABC9,B00028DM96,5.0,4.565217391304348
B00005ABC9,B002HWRK66,5.0,2.78125
B00005AC8W,B000M4XMGI,5.0,3.909090909090909
B00005AC8W,B0043T7FXE,4.5,4.46
B00005BMSN,B00CSMYBFS,5.0,4.316582914572864
B00005JJEO,B001F51G16,5.0,4.397286821705427
B00005JJEO,B0041Q38N0,4.0,4.440476190476191
B00005K47X,B003U7SR0U,5.0,4.325
B00005K47X,B008KW61XK,4.0,2.9166666666666665
B00005K47X,B00CDGSNKS,4.0,4.636363636363637
B00005K47X,B00GY0UFFA,4.0,4.428571428571429
B00005K4PE,B000L47AHG,5.0,4.4171122994652405
B00005K4PE,B000VZS2EU,4.5,4.584745762711864
B00005K4PE,B00AQRUW4Q,4.0,4.0
B00005LE7M,B00HFRWWAM,4.0,4.409356725146199
B00005LEOK,B003LNZ1L6,4.0,3.5412371134020617
B00005MA7J,B005CT56F8,5.0,4.278388278388278
B00005MA9X,B007WTAJTO,5.0,4.587589013224822
B00005MAAR,B0013FRNKG,5.0,4.463736263736264
B00005MEN6,B00004ZCJE,5.0,4.282193958664547
B00005MOM1,B003ES5ZUU,5.0,4.800386193579532
B00005NCWM,B0040JHVC2,5.0,4.736263736263736
B00005NCWM,B0011NVMO8,4.5,4.530612244897959
B00005NCWM,B0076POAI0,4.0,3.874285714285714
B00005NDKU,B000MX48VM,4.0,4.608108108108108
B00005NPW8,B000S5Q9CA,4.0,4.50251256281407
B00005NVBF,B00B5FL04E,5.0,5.0
B00005NVBF,B00894YP00,5.0,4.714814814814815
B00005NVBF,B009SS0FZK,5.0,4.785714285714286
B00005NVBF,B007WTAJTO,4.5,4.587589013224822
B00005NWV1,B0040JHVC2,5.0,4.736263736263736
B00005NWV1,B0011NVMO8,4.5,4.530612244897959
B00005NWV1,B0076POAI0,4.0,3.874285714285714
B00005OCWN,B0054EPPVQ,3.5,3.3076923076923075
B00005Q4ZV,B0001DBEM4,3.5,4.455284552845528
B00005QSPX,B0002QWU3W,1.5,3.090909090909091
B00005QZ0H,B0002CPBWI,1.0,4.186098654708521
B00005RD8Q,B000JMJWV2,4.5,4.476732161323682
B00005RI9I,B004J3V90Y,5.0,4.761802575107296
B00005RT00,B00BGGDVOO,5.0,4.4215779467680605
B00005RT00,B009LL9VDG,5.0,4.26566757493188
B00005RT00,B00000J4DV,5.0,4.75
B00005T3DY,B0019EHU8G,5.0,4.801164483260553
B00005T3DY,B001TH7GUU,5.0,4.829289428076256
B00005T3DY,B009SYZ8OC,4.5,4.44492525570417
B00005T3FP,B0002MQGKO,4.0,4.468085106382978
B00005T3GB,B00000J1QK,5.0,4.260869565217392
B00005T3GG,B00HPM1G8Q,4.0,4.090909090909091
B00005T3GG,B0049SKIDI,3.5,3.78
B00005T3GH,B0038W0K2K,4.5,3.881818181818182
B00005T3Y4,B0007MXZB2,3.0,3.769491525423729
B00005UK9Y,B003ES5ZUU,5.0,4.800386193579532
B000062STT,B00703BLCG,4.0,3.8636363636363638
B00006345D,B001UNM414,5.0,4.458333333333333
B000063SNE,B0097BEFYA,5.0,4.357554786620531
B000063SNE,B001PIBE8I,5.0,4.309597523219814
B000063SNE,B000Q8UAWY,4.5,4.483370288248337
B000063SNE,B00009W3TY,4.5,3.963302752293578
B000063UZW,B000053HH5,5.0,4.8164556962025316
B000063V7N,B003ES5ZUU,5.0,4.800386193579532
B000063V7N,B009D79VH4,5.0,4.630252100840337
B000063V7N,B0073FE1F0,5.0,4.523424878836834
B000063V7N,B002SZEOLG,5.0,4.179558011049724
B000065AGC,B002KQ5KVG,3.5,3.508771929824561
B000065AGC,B002R5AM7C,3.5,4.054794520547945
B000065CE2,B006GWO5WK,4.5,4.432968179447053
B000065UDU,B005F5FL5O,4.5,4.866666666666666
B000065UDU,B0097252UK,4.5,4.415584415584416
B000065UWF,B008EQZ25K,5.0,4.3841269841269845
B000065UWN,B00000JDK0,3.6666667,4.0
B0000665P7,B00DY9UFB8,5.0,4.4
B0000665P7,B003ES5ZUU,5.0,4.800386193579532
B0000665V1,B000A6PPOK,4.5,4.016069221260816
B0000667AP,B00004VWM3,5.0,4.081081081081081
B0000667AP,B00004XO1V,4.0,3.7142857142857144
B00006686C,0972683275,4.5,4.461187214611872
B000066HO4,B00008W7LS,1.0,3.943396226415094
B000066R6K,B00006HOKR,4.5857863,4.2560975609756095
B000066R6K,B000J13TEE,4.5857863,4.333333333333333
B000066R6P,B0006OCEFY,3.5,3.9705882352941178
B000067DKI,B0000228GF,4.267949,3.75
B000067O7T,B0007Y79E4,2.5,3.1818181818181817
B000067R8G,B000UKMZ94,4.5,4.153846153846154
B000067R8G,B0076MBOC8,4.5,4.655172413793103
B000067RBT,B008JJLW4M,5.0,4.685099846390169
B000067RBT,B0034XRDUA,4.5,4.071593533487298
B000067RCU,B00006I5WJ,4.507427,3.8210526315789473
B000067RCU,B00000JD4V,4.0,4.1875
B000067RE4,B0006OCEFY,5.0,3.9705882352941178
B000067RE4,B00008AYBF,4.5,4.1875
B000067RE4,B0000952XU,4.0,4.533333333333333
B000067RE4,B00006HOLO,3.5,4.303571428571429
B000067RG5,B000AZ57M6,5.0,4.610576923076923
B000067RM2,B000067RVL,5.0,4.50354609929078
B000067RM2,B00834SJSK,4.5,4.566820276497696
B000067RM3,B000NSFLM6,3.0,3.3846153846153846
B000067RQ2,B00002SWHH,4.208712,4.258064516129032
B000067RVL,B004QK7HI8,5.0,4.096774193548387
B000067RVL,B004CLYE8C,4.5,4.552631578947368
B000067RVL,B00J4O1YBW,3.5,4.064516129032258
B000067SG2,B00BSEV682,3.0,3.9298245614035086
B000067SG2,B006I5MKZY,2.5,3.2745098039215685
B000067SMH,B008LTBITY,5.0,4.836633663366337
B0000683E1,B0041Q38NU,4.0,4.509933774834437
B0000683E3,B0054JJ0QW,5.0,4.4054726368159205
B000068BQJ,B004CLYEDC,5.0,4.639423076923077
B000068BQJ,B0015DYMVO,4.5,4.197056418642682
B000068BQJ,B002VPE1Z2,4.0,4.282608695652174
B000068BQJ,B008R6WUZC,4.0,4.157894736842105
B000068CNT,B004CLYJ1Y,5.0,4.303030303030303
B000068CNT,B00119T6NQ,5.0,4.221662468513854
B000068CNT,B004CLYEH8,4.0,4.487804878048781
B000068CNT,B001FWU96M,4.0,4.235294117647059
B000068IDS,B0013AV4M4,4.5,4.570934256055363
B000068NYF,B002QEBMAK,5.0,4.242700729927007
B000068NYF,B003M2YT96,4.5,4.373702422145329
B000068NYF,B000OLDG60,4.0,4.742857142857143
B000068NZK,0972683275,4.5,4.461187214611872
B000068NZK,B00DR0PDNE,4.0,3.997893628225382
B000068O34,B001FVI91U,5.0,4.754385964912281
B000068O44,B001TH7GUU,5.0,4.829289428076256
B000068O48,B002V88HFE,5.0,4.736311239193084
B000068O48,B001TH7GSW,5.0,4.7625
B000068O48,B001TH7GUU,5.0,4.829289428076256
B000068O48,B003ES5ZUU,5.0,4.800386193579532
B000068O4C,B00829TIA4,4.5,4.488888888888889
B000068O4C,B003LSTD42,3.5,4.166666666666667
B000068O4J,B0046RE21G,5.0,4.326388888888889
B000068O4N,B003ELYQGG,4.5,4.355957767722473
B000068O53,B00004ZCJE,5.0,4.282193958664547
B000068O6G,B000MQK6BK,4.5,4.375
B000068OEO,B00A81ICCE,4.0,4.311688311688312
B000068OFB,B004CLYEFK,5.0,4.592105263157895
B000068OFB,B008X9Z44M,5.0,4.317073170731708
B000068OFB,B004NY9UV4,5.0,4.302357836338419
B000068OFB,B00DIOALPE,4.5,3.7828947368421053
B000068PE8,B00BWF5U0M,5.0,4.507772020725389
B000069096,B004I43MJU,5.0,4.482758620689655
B000069106,B004CLYEDC,4.0,4.639423076923077
B000069106,B004CLYEE6,3.5,4.238095238095238
B000069106,B0097CXWUW,3.0,4.194444444444445
B000069106,B004SBBDD0,3.0,4.178217821782178
B00006AGRZ,B000LRMS66,5.0,4.7454081632653065
B00006B1I7,B000OG88KY,5.0,4.548936170212766
B00006B1I7,B000062VUO,4.0,4.334448160535117
B00006B7DB,B007I5JT4S,4.5,4.404132231404959
B00006B81I,B00E6ONJJU,5.0,4.291891891891892
B00006B82A,B001V9KG0I,5.0,4.405777166437414
B00006B8BY,B00D429Y12,4.5,4.502463054187192
B00006B8E3,B00829TIA4,5.0,4.488888888888889
B00006B8E3,B008OIYDM6,5.0,4.909090909090909
B00006B8E3,B0088CJT4U,5.0,4.060075093867334
B00006B8E3,B004N6ZC8W,4.5,4.576271186440678
B00006B8EI,B000N99BBC,5.0,4.738292011019284
B00006B8EI,B00E3W15P0,4.5,4.792913385826772
B00006B9QF,B00D5Q75RC,5.0,4.7727272727272725
B00006BAKJ,B00JF0D7RE,5.0,4.674418604651163
B00006BAKJ,B0041Q38NU,4.5,4.509933774834437
B00006BAKJ,B00D6KQ2GC,4.5,4.212121212121212
B00006BAKJ,B00KVNY2KA,4.5,4.9
B00006BBA5,B005FVNGRI,3.0,3.9360730593607305
B00006BBAC,B005FYNSPK,4.5,4.542993630573249
B00006BBAC,B003VYH1UE,2.0,3.9
B00006BMX5,B00D5Q75RC,5.0,4.7727272727272725
B00006BXBS,B001GGAIGI,4.0,3.732394366197183
B00006CJKC,B00007KDVI,3.5,3.7543478260869567
B00006DY6J,B007WTAJTO,5.0,4.587589013224822
B00006G33N,B003FVVMS0,4.5,4.87708066581306
B00006HCCK,B00007M1TZ,4.5,4.140324963072378
B00006HCCS,B0000BZL1P,5.0,4.80865224625624
B00006HMPJ,B002RL875A,5.0,4.007782101167315
B00006HMPJ,B000M17AVO,4.0,4.196551724137931
B00006HMQY,B005I6DUYE,4.5,3.869565217391304
B00006HNZ1,B008O2HW8O,4.0,4.3
B00006HNZ1,B00DR0PDNE,3.0,3.997893628225382
B00006HOFR,B003VANO7C,4.0,4.451977401129944
B00006HOL6,B00E98O7GC,5.0,3.8081534772182253
B00006HOL6,B000N99BBC,5.0,4.738292011019284
B00006HOL6,B0088CJT4U,4.5,4.060075093867334
B00006HR5F,B001XURP7W,1.0,4.441077441077441
B00006HSJF,B002V8C3W2,5.0,4.539840637450199
B00006HSML,B0040702HA,3.0,3.9927536231884058
B00006HUJU,B00829TIA4,4.5,4.488888888888889
B00006HUJU,B003BLQHN4,4.0,3.9947368421052634
B00006HUJU,B001N2789K,4.0,4.520833333333333
B00006HVWL,B007WTAJTO,5.0,4.587589013224822
B00006HW8A,B000JE7GPY,5.0,4.735891647855531
B00006HXF4,B001F7AHOG,3.0,4.461538461538462
B00006HXMQ,B00CDGSNKS,4.0,4.636363636363637
B00006HXMQ,B00DUTIZJG,4.0,4.406779661016949
B00006HXMQ,B006ZBWV0K,3.0,4.4216417910447765
B00006HYJ3,B004XC6GJ0,5.0,4.6407967032967035
B00006HYJ5,B0007Y791C,4.5,4.890625
B00006HYJ5,B00004THCZ,3.0,4.171673819742489
B00006HYKM,B000Z80ICM,4.5,4.47508896797153
B00006I53R,B00FLZ2F5W,4.0,3.9565217391304346
B00006I5BW,B002Y6CJJ8,2.5,4.662682602921647
B00006I5GV,B001XURP7W,4.5,4.441077441077441
B00006I5JO,B004G6002M,4.5,4.510533707865169
B00006I5L6,B00CCIKJDG,5.0,4.318181818181818
B00006I5L6,B00FZ9SM4M,5.0,4.846153846153846
B00006I5L6,B002SZEOLG,5.0,4.179558011049724
B00006I5L6,B0088CJT4U,5.0,4.060075093867334
B00006I5O0,B00E3W15P0,5.0,4.792913385826772
B00006I5VX,B000HPV3RW,5.0,4.611538461538461
B00006I5X6,B007NZGPAY,5.0,4.806228373702422
B00006IJX7,B002RM08RE,3.5,4.553054662379421
B00006JIO1,B003ELYQGG,2.5,4.355957767722473
B00006JM6N,B003M0NURK,3.0,4.502002670226969
B00006JPER,B0026ZPFCK,3.5,4.26099706744868
B00006JPHC,B00622AG6S,4.0,4.472514619883041
B00006JPRQ,B00BGGDVOO,5.0,4.4215779467680605
B00006JPWW,B00HPM1FZ0,5.0,3.9
B00006JPWW,B00825BZUY,4.5,4.424361493123772
B00006JPXS,B004Q3R9AQ,5.0,4.371428571428571
B00006JPXS,B007WTAJTO,4.5,4.587589013224822
B00006JQ6B,B0001Y7UAI,5.0,4.736666666666666
B00006L7RT,B003ES5ZUU,4.0,4.800386193579532
B00006L7TT,B003ES5ZUU,5.0,4.800386193579532
B00006LIN8,B004CLYJ1Y,5.0,4.303030303030303
B00006LIN8,B003NVMDWG,4.5,4.055555555555555
B00006LIN8,B002VPE1XY,4.0,4.2439024390243905
B00006LIOM,B00834SJSK,5.0,4.566820276497696
B00006LIOM,B0002L5R78,5.0,4.599846094651789
B00006LIOM,B0034CL2ZI,5.0,4.464033850493653
B00006LIOM,B000J4WPW8,3.5,3.8411214953271027
B00006LK1O,B001E1Y5O6,5.0,4.742522756827048
B00006LK1O,B000MX48VM,5.0,4.608108108108108
B00006OX95,B000HPV3RW,4.5,4.611538461538461
B00006RH5I,B007WTAJTO,5.0,4.587589013224822
B00006RH5I,B0009Y7APU,4.0,4.6419753086419755
B00006RSQU,B00EVIBN26,3.0,3.4352941176470586
B00006RVO1,B00006JKXN,4.0,3.24
B00006RVO1,B00004VWM3,1.0,4.081081081081081
B00006RYUX,B00005S0M5,1.0,4.428571428571429
B00006RZ25,B000JMJWV2,5.0,4.476732161323682
B00006RZ25,B001A4LVYY,4.5,4.205479452054795
B00006RZ25,B001HN5HOS,2.5,3.8421052631578947
B00006SIJQ,B000031KIM,5.0,4.5
B00006Y0CW,B001G5ZTLS,5.0,4.570048309178744
B00006Y0CW,B007FGYZFI,5.0,4.793577981651376
B000071A7U,B00005Y1Z7,4.5,3.64
B000071A7U,B00005Y1Z6,4.0,4.357142857142857
B000071A7U,B00006JKXN,3.5,3.24
B000071A7U,B000059MSI,3.5,3.2
B000075B9J,B00000JDF6,5.0,4.68
B000075B9J,B003X26LYG,5.0,4.072463768115942
B000075B9J,B009WG6LLA,4.5,4.142857142857143
B00007BKU6,B009SYZ8OC,4.0,4.44492525570417
B00007E7NH,B000HPV3RW,4.0,4.611538461538461
B00007E7NH,B004GUS4WG,2.5,4.330232558139535
B00007E80N,B00AJHDZSI,4.0,4.628953771289538
B00007E845,B00AWKC0EC,4.5,4.330275229357798
B00007EDLW,B003ES5ZUU,5.0,4.800386193579532
B00007EDLW,B000HKGK8Y,4.0,3.8805555555555555
B00007FGUF,B006RG0QC8,4.0,3.6262626262626263
B00007FGUF,B0028Y4H1O,4.0,4.518518518518518
B00007FGUF,B001U3Z4AM,4.0,4.0
B00007FGUF,B005LIDN14,3.5,4.0
B00007FKBG,B005GM1Q1O,5.0,3.1120689655172415
B00007FS5R,B002C7481G,4.5,4.115987460815047
B00007G360,B00829TIA4,5.0,4.488888888888889
B00007G360,B004CLYEH8,4.5,4.487804878048781
B00007G360,B001CHHVCU,3.5,3.769230769230769
B00007GPI1,B003ES5ZUU,5.0,4.800386193579532
B00007GWBV,B0013FRNKG,5.0,4.463736263736264
B00007GWBV,B00127VF68,4.0,4.04
B00007GWBV,B001LK8P14,4.0,4.052631578947368
B00007GWBV,B004TPJKEY,3.5,3.896551724137931
B00007I409,B007WTAJTO,4.5,4.587589013224822
B00007IFED,B004CLYEFK,4.5,4.592105263157895
B00007ISWA,B003F8UWUM,5.0,4.5
B00007JO2V,B009NHWVIA,4.5,4.582554517133956
B00007K3A3,B00A0JUNYY,4.5,4.232142857142857
B00007K3A3,B002R5AM7C,4.0,4.054794520547945
B00007KDVJ,B002V8C3W2,5.0,4.539840637450199
B00007KDVJ,B004T9RR6I,1.0,3.8801295896328294
B00007KLI4,B003ZSHKIO,5.0,3.99
B00007KLI4,B0040JHVC2,5.0,4.736263736263736
B00007KLI4,B002QEBMAK,5.0,4.242700729927007
B00007KWRD,B00005AT7Y,5.0,4.478260869565218
B00007LAYN,B00EL93M3S,5.0,4.366279069767442
B00007LB2N,B007WTAJTO,1.0,4.587589013224822
B00007LI9D,0972683275,4.5,4.461187214611872
B000083CUF,B00C8OT7FK,1.0,3.984375
B000087BX8,B00HFRWWAM,5.0,4.409356725146199
B000087KYH,B001XURP7W,5.0,4.441077441077441
B000087KYH,B005HMKKH4,4.5,4.517684887459807
B000087NBW,B00BDS3N1G,4.5,4.192857142857143
B000087NBW,B009XN9GQY,3.5,4.388888888888889
B000088NO8,B002R5AM7C,5.0,4.054794520547945
B000088NO8,B0023B14TK,5.0,3.906862745098039
B000088NO8,B005JW6WQU,5.0,4.586206896551724
B000088NO8,B008DWCRQW,4.5,3.98705501618123
B0000899ZA,B000021YUO,5.0,4.7272727272727275
B000089JKR,B000056SSM,3.5,3.3125
B00008AOKK,B0011NVMO8,4.5,4.530612244897959
B00008AYBE,B007WTAJTO,4.5,4.587589013224822
B00008AYBE,B00829THK0,4.0,4.13550135501355
B00008AYBE,B0028Y4CWI,3.5,3.7578947368421054
B00008AYBE,B002SEUX7Q,2.5,3.3870967741935485
B00008AZ71,B005J7YA3W,4.5,4.392491467576792
B00008ELLN,B0012GK3MQ,4.5,4.393782383419689
B00008ELLN,B005I6EU48,4.5,4.363636363636363
B00008ELLN,B009NHWVIA,4.5,4.582554517133956
B00008ELLN,B000LRMS66,4.5,4.7454081632653065
B00008I8OP,B00834SJNA,4.5,4.34394250513347
B00008IP5I,B0002ILKWM,5.0,4.541666666666667
B00008L3HH,B00BQ4F9ZA,5.0,4.6768
B00008L3HH,B00FG38L16,4.0,3.5522388059701493
B00008L3IS,B00005MEN6,4.5,4.428571428571429
B00008L3IT,B00004SB92,5.0,4.131147540983607
B00008L3IT,B00004TS16,5.0,4.666666666666667
B00008L42X,B0088PPFP4,4.5,3.8633093525179856
B00008L42X,B005FVNHBI,3.5,3.0
B00008N6VM,B00004Y7TC,4.5,4.214285714285714
B00008N6VM,B00004TDN2,3.5,4.5
B00008NUZ1,B001XURP7W,5.0,4.441077441077441
B00008RW8B,B00006HZ0L,5.0,4.298245614035087
B00008RW8B,B00003G1RG,4.3333335,4.676470588235294
B00008RW8B,B00006HMPK,3.0,4.020408163265306
B00008UA9I,B004RORMF6,5.0,4.473544973544974
B00008US79,B00316263Y,5.0,4.776276276276277
B00008US79,B001TH7GUU,5.0,4.829289428076256
B00008V6NI,B003C15798,1.0,4.270833333333333
B00008VF4A,B006EKIQYM,5.0,4.540603248259861
B00008VF4A,B0015AARJI,5.0,4.503191489361702
B00008VF4A,B00EZ9XHNE,4.5,3.2083333333333335
B00008VF4A,B001CHHVCU,3.5,3.769230769230769
B00008VF4L,B008UHK3KM,3.0,4.264444444444444
B00008VF63,B00FSA8VQ2,5.0,4.467741935483871
B00008VF63,B008R7EVE4,5.0,4.4086629001883235
B00008VF63,B00DTZYHX4,5.0,3.9562841530054644
B00008VF63,B00G4UQ6U8,5.0,4.504587155963303
B00008VF77,B004T9RR6I,5.0,3.8801295896328294
B00008VF77,B0021L9HKK,4.0,3.6538461538461537
B00008VF77,B001TH7GUU,4.0,4.829289428076256
B00008VF77,B0014J07R2,1.0,3.8473282442748094
B00008VIX0,B003ZBZ64Q,5.0,4.643776824034335
B00008VSKH,B0096YOQRY,5.0,4.135555555555555
B00008VSKL,B0042X9LC4,4.5,4.531073446327683
B00008VSKL,B00005LEN4,4.0,4.752380952380952
B00008VSKL,B00005LE6Z,4.0,4.454545454545454
B00008VSKL,B0099XGZXA,3.5,4.011428571428572
B00008VSLA,B00AQRUW4Q,5.0,4.0
B00008VSLA,B00AXVXXNC,4.0,4.1395348837209305
B00008VSLA,B001U5YZ4G,3.5,4.0344827586206895
B00008XONS,B008LTBITY,5.0,4.836633663366337
B00008XONS,B00829TIEK,5.0,4.303944315545244
B00008Y0S8,B000QUUFRW,5.0,4.7936507936507935
B00008Y0TM,B00BGGDVOO,4.5,4.4215779467680605
B00008Y0VU,B004GF8TIK,4.5,4.555647840531561
B00008Z1QG,B00005T3G0,4.5,4.643258426966292
B00008ZPJP,B002R5AM7C,4.5,4.054794520547945
B00008ZPNA,B004CLYEFK,5.0,4.592105263157895
B00008ZPNA,B0088CJT4U,4.5,4.060075093867334
B000092TR5,B00834SJSK,5.0,4.566820276497696
B000092TR5,B0016D1I0G,5.0,4.394230769230769
B000092TR5,B0071BTJPI,5.0,4.26302729528536
B000092TR5,B00BOHNYTW,5.0,4.597523219814241
B000092YPL,B000M2TAN4,5.0,4.641263940520446
B000092YPR,B00DVFLJDS,4.5,4.353971962616822
B000092YQK,B0011U65F2,4.5,4.48
B000093US4,B00006JKXN,4.6339746,3.24
B000093US4,B00005Y1Z6,4.3660254,4.357142857142857
B000093US4,B00004VWM3,3.732051,4.081081081081081
B000095SG3,B0041OSQB6,4.5,4.038391224862888
B0000990ZZ,B00001P4ZH,4.0,4.464730290456432
B0000996BO,B003ES5ZUU,5.0,4.800386193579532
B00009B59S,B004CLYEDC,5.0,4.639423076923077
B00009EFR2,B002K9IHGI,5.0,4.728070175438597
